kreatinin,hemoglobin,hematokrit yuzdesi,eritrosit sayisi,lokosit sayisi,trombosit sayisi,alanin - alt,aspartat - ast,ure,albumin,glikoz,sodyum,potasyum,klorur,oksijen doygunlugu - spo₂,Saglik_Durumu
0.59,16.73,40.63,6.45,14.42,413.54,94.85,18.71,24.81,3.62,93.49,122.92,5.19,104.83,95.2,10
0.96,15.63,47.07,6.82,61.38,221.19,108.33,64.28,15.43,0,0,140.27,5.6,107.18,95.25,6
0,17.58,37.17,7.24,13.95,204.96,35.11,44.16,22.58,0,164.21,0,3.65,114.42,97.37,8
3.68,0,51.11,8.28,14.84,335.78,146.67,104.42,16.98,3.13,111.29,139.42,4.2,101.38,96.3,2
1.21,14.17,46.44,6.66,64.91,411.18,75.35,63.59,24.51,2.8,89.42,0,5.64,103.2,96.18,6
1.7,10.17,52.29,8.22,10.15,423.33,28.7,47.07,12.35,3.05,84.22,142.23,4.01,107.5,97.12,3
0.52,12.2,47.7,6.99,15.45,216.46,87.18,40.56,10.92,2.85,99.29,123.7,5.17,0,95.02,10
3.1,13.57,45.19,5.67,12.15,272.88,141.69,109.52,15.64,3.17,119.05,151.4,5.33,108.39,96.32,2
1.29,16.71,53.79,6.48,43.87,273.82,104.48,60.21,0,2.99,93.96,144.14,5.03,0,98.03,6
0.95,13.77,43.89,7.81,0,204.53,0,64.1,24.67,0.77,78.87,141.46,5.73,117.04,96.97,9
1.49,16.84,49.33,8.1,7.71,309.81,70.21,0,10.89,3.94,110.17,0,4.91,115.36,97.24,1
1.34,14.75,47.01,8.39,41.99,369.22,73.81,29.31,0,3.04,111.27,150.75,4.94,111.66,96.09,6
0.42,17.94,50.83,5.54,9.96,378.33,22.0,25.14,24.44,2.95,162.97,147.84,3.8,0,99.54,8
3.64,0,0,6.0,14.84,0,143.01,86.98,0,3.99,105.71,144.98,3.6,105.66,96.84,2
0.75,12.21,43.28,8.36,9.91,292.23,49.94,55.02,18.08,0,81.57,145.21,4.12,111.99,97.38,9
0.7,17.95,37.47,7.75,42.2,0,62.09,0,16.77,3.11,116.47,145.56,4.11,104.15,96.37,6
0.5,19.24,37.37,6.66,8.91,258.14,66.75,28.57,17.47,3.99,0,144.31,3.74,115.29,99.53,4
1.28,14.92,52.35,8.2,20.79,214.34,42.77,36.09,7.35,0,99.36,150.76,3.71,0,95.73,5
2.69,12.16,50.91,5.54,9.47,249.51,148.3,106.23,11.09,3.51,100.44,142.09,4.68,117.92,97.0,2
1.12,14.37,47.32,6.1,11.81,0,77.98,41.06,26.66,1.17,98.69,143.87,4.29,106.46,0,9
0,12.56,49.06,7.05,12.72,175.7,167.16,143.85,13.36,3.75,76.1,152.09,0,116.73,96.42,7
1.64,21.27,51.2,7.43,12.1,382.4,72.13,61.86,15.79,3.65,82.08,148.46,0,106.65,95.98,4
1.52,10.76,51.82,5.54,0,306.16,85.86,65.75,16.26,2.72,83.8,153.9,5.62,101.84,98.94,3
0.65,0,47.52,6.25,8.28,179.44,106.12,36.64,0,3.27,90.53,140.6,5.68,114.9,95.88,1
0.47,15.17,40.7,7.86,43.84,369.17,37.03,61.85,14.62,3.41,97.06,151.55,5.75,108.36,96.39,6
0.75,17.03,54.1,7.58,63.68,351.67,13.73,42.62,16.19,3.5,0,146.14,0,117.61,99.96,6
0.65,17.84,50.01,7.57,0,421.35,50.89,23.87,24.13,3.14,82.53,120.05,5.68,106.81,0,10
1.35,16.59,47.06,8.0,15.36,400.63,69.47,19.3,13.31,2.62,80.82,145.11,5.79,114.53,96.77,1
1.37,10.46,41.98,8.17,14.49,308.33,22.07,39.43,21.8,3.21,94.75,151.56,3.78,112.13,96.58,3
0.54,20.7,50.4,5.55,9.67,302.55,41.12,64.49,11.2,3.62,95.0,142.84,4.36,100.53,99.2,4
0,17.29,53.74,8.16,14.35,282.35,188.8,124.27,20.76,0,112.2,144.63,4.56,105.04,0,7
1.7,13.27,50.94,5.83,8.09,350.66,19.9,60.36,18.51,3.58,148.34,144.79,3.96,108.43,99.15,8
1.51,17.69,48.06,7.56,13.36,411.62,36.75,24.47,0,0.75,99.08,145.1,5.76,108.37,96.22,9
0.65,16.52,0,7.9,6.66,236.39,96.96,65.75,12.65,2.69,92.29,0,0,115.51,97.48,1
1.14,12.91,38.29,5.58,9.95,259.04,43.33,18.56,11.49,3.64,78.43,0,5.25,0,96.79,1
1.45,15.39,52.66,8.3,6.95,227.28,0,25.69,15.4,2.61,108.13,139.78,7.36,0,96.61,11
1.56,0,39.93,7.13,8.78,333.46,67.72,43.03,8.72,3.63,94.87,151.93,4.35,114.46,98.63,4
1.56,13.15,46.36,0,12.87,334.15,27.53,0,20.75,0,96.9,152.08,3.97,103.51,0,1
1.77,21.92,42.88,7.99,0,397.81,62.38,37.61,9.8,3.78,113.04,138.12,5.55,117.11,98.88,4
2.94,12.05,48.51,7.32,7.94,265.44,139.28,101.88,18.61,2.89,96.74,139.02,4.08,112.79,99.83,2
1.54,17.33,54.47,7.61,16.26,316.96,160.01,0,0,2.72,0,146.83,4.79,112.43,99.21,7
1.02,19.49,39.03,0,6.04,366.44,99.65,58.18,20.96,3.38,85.13,153.52,5.16,102.17,96.53,4
0.85,0,43.4,6.08,11.13,391.81,35.35,27.81,24.96,3.62,101.82,138.76,7.47,113.58,99.97,11
1.2,9.55,0,8.2,13.35,273.83,0,30.7,11.69,3.74,106.7,150.66,0,0,95.93,3
1.23,16.22,43.26,6.21,18.52,402.11,0,30.84,7.7,3.63,117.72,0,4.98,103.89,0,5
1.11,9.16,40.38,6.08,12.55,0,73.18,0,25.07,2.73,83.9,138.8,5.05,117.48,98.18,3
1.28,0,43.51,7.08,13.53,324.97,37.5,30.73,16.45,0.97,114.9,142.8,0,112.43,95.27,9
1.65,9.79,53.76,7.79,14.32,264.46,10.16,45.59,19.52,0,118.2,151.82,4.38,107.25,96.9,3
1.05,14.3,39.34,8.19,6.55,278.56,207.18,134.35,20.48,3.89,116.64,0,4.06,114.14,95.35,7
0.47,17.48,38.32,0,11.3,280.49,43.11,0,25.22,2.88,80.33,151.75,0,0,95.32,1
1.51,13.59,46.66,6.08,11.5,251.24,11.2,57.6,19.94,3.29,118.1,146.68,5.23,110.85,96.28,1
0.96,19.98,40.05,0,8.52,171.43,105.08,25.31,17.51,3.25,100.71,144.18,4.58,110.01,98.03,4
0,13.02,0,7.19,16.12,186.05,104.65,34.74,24.07,3.89,96.99,148.4,6.52,104.03,96.11,11
1.53,12.85,52.43,8.29,6.65,410.44,96.23,22.3,18.02,1.23,103.09,152.0,4.33,110.55,97.98,9
0.95,15.49,43.0,8.06,14.71,419.5,43.41,26.23,19.8,3.37,102.09,124.0,3.73,100.44,97.41,10
3.53,16.57,40.24,0,14.41,204.66,155.87,114.96,0,2.86,0,140.46,4.16,103.76,96.31,2
1.26,13.45,47.17,7.77,0,178.16,16.13,23.11,16.31,1.32,115.2,142.37,5.24,0,99.23,9
1.27,12.05,0,6.97,47.33,341.41,85.37,40.7,23.08,3.37,76.16,146.46,4.47,104.49,99.17,6
1.59,13.21,54.0,6.0,10.85,301.82,24.86,61.68,8.27,1.04,85.16,152.1,3.95,107.63,95.82,9
1.39,12.45,45.75,0,62.3,395.72,72.29,61.06,10.93,3.3,105.9,141.31,0,102.78,98.33,6
1.46,14.04,48.97,8.11,36.84,359.63,99.96,52.68,14.82,3.38,90.31,142.07,3.96,109.87,99.04,6
1.32,10.04,38.65,6.54,15.55,336.32,61.48,30.75,23.1,3.79,111.56,148.98,0,113.82,98.19,3
0.56,14.25,49.88,6.97,14.72,216.02,75.04,61.66,8.46,1.3,85.21,139.96,0,104.71,95.22,9
1.05,14.31,38.12,6.18,12.43,257.46,30.32,0,26.65,2.62,82.32,0,4.26,114.28,95.26,1
1.18,20.88,38.93,5.59,0,403.08,40.93,0,19.47,3.39,107.99,138.19,0,116.16,95.98,4
0,13.69,40.74,6.94,16.83,283.62,13.19,20.14,12.0,2.82,116.35,142.77,0,104.9,95.4,11
1.69,12.06,46.98,8.13,16.81,289.41,98.66,56.41,10.86,0,100.49,141.61,5.79,116.4,97.89,1
1.42,15.0,0,6.4,0,406.85,78.38,53.5,18.86,1.39,95.28,141.27,3.82,117.28,96.54,9
0.58,14.04,45.79,5.63,9.23,213.6,68.53,41.21,19.11,0,95.81,0,0,107.95,99.97,9
1.1,14.61,38.26,6.7,10.26,269.99,60.62,20.58,19.17,2.95,79.84,123.8,4.75,110.28,98.96,10
0.67,12.16,54.43,8.22,63.52,326.9,41.19,17.76,16.85,3.77,0,144.54,5.31,113.93,98.96,6
1.19,12.88,46.09,0,10.48,385.95,87.35,54.25,15.77,0.8,0,149.04,4.06,104.32,0,9
0.97,19.04,50.92,7.55,12.01,426.03,0,17.46,10.65,2.81,110.17,141.58,3.54,100.06,99.85,4
0.78,0,47.52,6.47,6.99,281.4,0,57.96,26.24,0,87.75,154.0,0,102.01,97.14,1
3.11,0,0,7.96,9.36,289.47,153.54,93.63,21.84,3.8,111.82,138.27,4.07,116.0,99.15,2
0.64,15.15,45.65,7.47,0,300.23,92.98,51.66,22.31,2.69,141.53,142.03,3.68,102.93,99.82,8
1.76,12.01,54.76,6.84,13.01,0,85.36,47.14,19.21,3.67,85.08,123.29,5.27,0,96.35,10
1.66,15.3,40.56,6.23,11.32,373.44,41.83,23.71,16.64,2.97,85.6,118.01,5.72,0,98.24,10
0.46,14.29,40.93,8.17,8.2,0,0,38.52,10.87,1.07,109.07,152.85,4.97,111.35,95.97,9
0.64,15.41,37.66,5.92,0,373.3,13.63,21.23,14.47,3.25,88.8,153.19,6.7,114.95,96.04,11
1.33,17.59,51.09,6.85,7.45,393.9,102.39,20.25,18.14,3.45,109.55,146.64,4.65,0,96.79,1
1.13,17.43,49.22,5.76,11.12,282.16,74.14,33.37,15.75,3.24,96.42,127.49,4.29,107.75,0,10
1.34,9.25,51.53,5.72,7.1,181.64,68.54,0,8.2,2.85,79.12,141.66,5.15,114.1,97.89,3
0.64,0,47.24,0,9.79,270.6,49.19,48.38,23.81,3.25,116.97,146.08,7.2,102.63,96.33,11
1.2,15.44,49.38,8.36,12.95,207.58,96.3,22.52,17.44,2.84,94.48,152.73,0,111.01,95.07,1
0.4,13.39,46.58,6.81,6.87,161.13,50.33,42.21,26.33,0,81.62,149.13,5.74,115.9,95.08,1
0.99,14.35,47.01,6.52,13.13,171.54,28.69,30.0,12.1,0,119.02,146.26,4.05,117.3,95.3,9
1.59,17.94,49.19,6.55,8.25,180.49,204.39,121.83,18.6,2.82,0,141.6,4.38,115.71,98.72,7
0,16.59,46.91,0,6.61,355.64,0,0,23.0,3.48,116.06,0,4.26,101.61,96.28,2
0,16.39,0,6.22,62.86,183.01,22.35,37.75,10.55,3.41,87.68,142.7,4.56,108.49,0,6
0.93,19.04,52.67,6.37,14.38,417.91,0,45.24,21.02,3.89,111.97,138.03,4.54,107.66,97.51,4
1.64,12.01,40.54,5.7,9.25,399.44,30.86,0,17.74,0.77,82.65,153.19,5.19,105.56,99.24,9
1.73,14.39,38.76,7.83,6.36,315.43,102.71,0,14.45,0,78.89,147.16,6.33,115.32,97.84,11
0.81,16.62,52.52,6.92,10.73,391.5,26.56,35.3,7.99,3.65,149.54,140.88,5.38,112.06,98.07,8
0.96,9.44,39.67,6.32,9.61,296.29,69.05,54.65,15.27,2.94,94.81,143.96,4.59,114.75,95.13,3
1.57,13.02,50.11,7.79,10.46,193.97,51.84,59.83,17.22,3.01,161.55,139.07,0,114.06,97.74,8
1.54,15.8,50.66,7.46,12.87,0,194.41,153.56,13.29,3.12,0,151.99,0,110.25,98.63,7
1.15,16.76,47.59,5.56,10.89,261.53,48.86,58.01,18.57,3.8,150.71,152.33,4.78,104.73,97.87,8
3.79,12.3,53.42,8.44,11.84,172.32,139.06,105.7,22.77,3.28,92.04,152.59,3.92,103.11,99.33,2
2.46,16.89,48.88,7.92,11.76,211.06,136.56,96.68,24.95,3.78,113.74,153.39,5.56,105.35,96.72,2
3.11,15.6,47.16,5.61,10.0,207.31,152.76,103.89,24.88,3.57,87.47,139.8,0,104.35,99.7,2
3.77,17.63,46.29,5.65,13.19,0,130.37,93.03,14.74,3.04,0,150.09,5.39,102.26,97.97,2
2.65,13.67,48.16,0,15.83,179.55,130.02,114.32,12.42,3.62,115.87,145.18,5.11,102.91,0,2
0.85,15.36,47.49,5.67,15.77,207.15,96.14,19.96,17.21,3.78,119.82,141.9,7.47,109.69,97.82,11
1.6,17.34,38.29,7.32,6.34,272.56,21.08,52.72,15.12,3.15,98.14,127.72,0,104.46,98.82,10
1.71,17.0,52.68,6.71,8.17,387.81,46.46,53.3,21.65,3.32,163.49,153.32,4.51,0,96.17,8
0,13.28,42.5,7.75,10.58,357.4,38.63,56.21,21.37,1.23,118.24,146.15,5.39,105.78,96.24,9
0.46,10.66,52.18,0,7.43,236.75,52.43,26.59,22.93,3.05,87.62,138.65,3.99,0,0,3
2.78,16.13,54.31,5.98,0,246.98,0,112.58,12.23,3.99,0,151.57,3.7,104.28,95.15,2
0.4,17.75,0,8.19,10.12,261.89,36.83,55.31,19.85,0,116.63,127.38,3.5,117.38,96.63,10
1.67,0,40.51,7.5,11.18,206.86,94.12,55.35,26.81,1.6,0,148.91,5.12,110.56,97.01,9
0.83,14.03,48.89,5.58,20.75,402.63,62.75,28.01,20.01,3.48,106.94,142.97,4.22,103.09,97.27,5
1.04,17.01,45.45,6.48,0,0,38.06,65.53,11.9,3.93,106.44,141.19,4.78,0,95.72,6
0.79,17.9,49.24,6.84,10.16,239.47,78.88,43.68,8.45,2.88,116.59,118.04,4.17,113.99,95.56,10
1.23,17.86,45.3,8.34,16.21,273.41,10.59,0,11.42,3.02,95.07,138.0,6.32,114.66,95.03,11
0.57,12.82,52.0,6.61,9.95,361.02,64.93,27.6,15.08,3.94,159.32,153.21,5.28,115.2,96.93,8
1.31,17.17,38.77,6.12,11.31,231.41,203.96,0,18.65,3.58,107.35,143.68,5.08,102.96,97.74,7
0.88,14.63,48.49,5.75,0,331.19,192.83,149.44,0,3.22,0,153.5,0,108.37,0,7
1.33,19.48,41.35,7.8,14.65,256.55,107.25,55.94,14.88,3.55,114.24,147.99,4.67,103.76,98.2,4
0.98,14.57,50.88,7.88,0,250.32,23.25,57.85,12.87,3.23,164.76,139.22,4.91,113.66,96.81,8
1.54,14.76,53.5,6.11,13.34,333.33,82.47,64.71,21.57,3.7,75.68,122.81,5.76,113.99,96.47,10
1.17,16.92,44.59,7.3,12.51,429.04,55.82,25.55,7.87,2.98,143.45,151.98,4.6,101.8,99.15,8
0.87,14.73,41.5,8.19,32.04,360.29,68.65,40.2,15.03,0,102.05,153.36,3.64,117.22,99.77,6
0.63,10.27,52.07,5.57,8.81,361.88,70.01,22.67,12.36,3.07,107.92,150.23,4.83,106.55,97.97,3
1.31,15.49,46.07,6.26,10.84,401.72,183.78,157.21,11.0,2.99,0,141.99,4.3,113.57,97.67,7
3.04,15.86,49.83,0,7.4,199.86,145.76,102.33,19.14,0,115.12,153.0,4.13,115.63,98.22,2
0,13.27,54.27,7.75,7.3,0,32.47,48.59,18.76,3.06,79.2,118.42,4.81,115.33,95.26,10
0.84,12.59,37.4,6.85,6.26,0,80.24,40.0,22.01,2.98,81.98,125.32,5.49,106.27,95.46,10
2.34,16.26,45.09,0,14.81,317.42,143.83,98.34,16.96,2.91,92.73,148.15,3.61,107.55,99.67,2
1.72,12.71,48.65,8.46,8.74,387.14,0,102.63,18.22,2.88,85.88,147.75,4.6,117.64,96.48,7
0.94,15.19,50.21,8.2,6.42,347.37,93.92,24.8,21.75,2.98,95.78,142.21,5.35,114.05,97.31,1
1.21,16.52,45.51,8.45,11.4,414.08,99.67,28.66,17.32,1.15,95.74,153.36,0,107.26,95.19,9
1.7,13.15,54.76,7.71,0,263.55,145.71,144.26,20.9,3.29,85.09,151.64,5.43,117.09,96.12,7
0.63,22.89,49.73,5.84,11.07,195.55,57.61,31.56,18.08,2.81,118.88,0,0,107.31,98.64,4
1.71,13.17,39.1,0,0,209.57,85.17,50.79,11.38,0,99.57,141.21,4.62,103.41,98.98,6
0.67,14.53,42.57,6.89,13.62,363.04,77.57,41.06,22.43,2.68,85.13,152.34,6.48,107.59,96.2,11
1.32,13.97,48.58,6.94,16.4,380.33,26.4,39.78,25.86,0,89.09,151.64,5.54,113.05,96.45,1
0,0,39.67,6.67,10.35,395.14,90.35,19.84,8.34,2.92,112.22,138.41,6.76,102.42,96.88,11
0.64,9.08,47.16,6.22,10.02,372.46,23.87,30.54,12.9,3.64,106.41,0,5.77,114.87,95.38,3
1.44,17.79,42.39,7.9,15.41,428.76,37.19,33.74,26.13,2.88,149.21,138.43,5.37,104.77,97.02,8
1.77,20.89,53.86,0,8.01,227.32,0,59.73,15.89,3.01,103.53,139.64,4.58,101.4,96.53,4
1.12,14.73,40.86,6.25,8.82,308.57,87.69,51.31,19.02,2.81,91.76,121.13,5.73,117.69,97.12,10
1.18,17.98,39.91,8.02,14.05,0,29.39,58.93,8.44,2.97,99.56,148.33,7.37,0,96.12,11
1.13,17.33,37.75,7.96,8.7,307.57,0,65.6,8.89,1.32,77.07,138.57,5.48,101.59,0,9
0.76,14.91,45.08,6.61,9.37,287.31,103.56,15.37,0,3.73,147.25,153.71,4.66,108.28,96.04,8
0,17.42,39.22,0,18.07,216.15,69.25,47.18,11.02,3.88,76.3,152.61,3.97,110.09,96.25,5
1.35,15.28,38.99,6.18,16.19,420.19,37.53,22.32,23.48,1.3,89.24,146.68,5.37,101.74,95.9,9
0.7,15.9,47.19,8.47,10.42,216.61,0,51.24,18.36,3.61,96.11,149.07,3.78,116.42,95.51,1
1.78,22.27,0,6.25,8.19,221.01,33.42,65.38,17.51,2.65,0,152.54,4.77,113.32,0,4
1.48,12.19,49.23,6.52,33.18,0,42.63,20.12,14.9,3.96,110.66,143.43,4.02,108.16,95.21,6
0.44,10.26,0,6.53,15.91,414.68,70.1,23.84,8.93,0,91.63,149.68,4.16,104.08,95.81,3
0.63,15.52,49.46,8.48,8.92,366.59,10.0,23.75,16.44,3.35,106.06,144.59,7.7,117.52,0,11
1.59,0,38.45,7.37,10.82,237.19,196.64,125.91,16.63,2.7,78.33,143.32,3.56,100.27,96.81,7
1.69,17.76,47.72,0,0,194.5,101.79,46.43,18.36,2.7,0,143.6,7.19,102.04,95.71,11
0.61,17.78,45.04,7.38,64.72,340.62,30.07,21.8,24.74,3.9,94.47,139.48,4.86,103.25,99.18,6
0.75,15.85,44.35,6.0,0,272.42,92.85,62.61,22.01,2.66,157.33,142.6,5.76,103.82,95.27,8
0.92,0,45.68,6.35,9.85,345.93,52.62,48.11,17.18,3.04,108.78,0,7.36,103.67,96.27,11
0,0,48.12,7.72,16.19,231.3,58.47,0,18.88,3.44,76.11,153.76,4.21,102.73,99.54,1
1.6,12.84,42.39,0,66.37,406.39,92.39,37.75,21.79,3.74,87.69,142.13,3.95,104.95,95.65,6
1.48,13.1,48.32,6.33,11.98,339.04,61.97,44.76,26.87,3.09,0,0,3.84,107.32,97.96,8
1.55,15.13,43.46,8.42,13.49,353.3,94.08,0,15.29,3.09,94.51,124.04,4.78,100.66,96.18,10
1.35,16.86,41.57,6.51,8.15,228.05,78.96,0,14.4,0,117.27,0,4.38,109.31,0,1
0.9,17.1,52.12,5.9,9.66,185.66,13.32,39.71,0,3.49,76.67,142.93,5.42,0,95.05,1
0.65,14.49,37.14,7.53,16.14,385.77,23.32,21.57,15.84,2.92,145.0,151.06,4.18,114.95,99.83,8
0.66,15.01,40.5,7.31,16.02,178.46,101.09,49.76,18.99,3.6,168.71,140.0,0,112.97,95.99,8
0.81,0,54.17,8.49,8.62,350.06,13.26,36.02,13.43,3.09,167.85,141.62,3.6,107.59,97.12,8
1.27,14.85,39.9,0,11.22,304.73,51.37,45.38,20.74,3.62,149.68,147.5,0,116.29,0,8
1.4,17.23,0,6.97,65.82,313.62,60.91,29.63,14.23,3.54,107.91,0,4.39,102.38,99.73,6
2.48,15.88,43.84,7.29,9.55,239.88,156.47,100.2,21.04,3.16,99.36,144.85,5.21,102.54,97.18,2
0.41,15.95,38.54,7.2,56.96,335.15,76.67,36.78,9.81,3.21,105.6,151.09,4.7,116.58,97.53,6
1.55,13.84,0,7.5,19.96,429.59,0,60.9,26.58,3.42,90.53,141.95,3.94,117.08,98.5,5
1.71,0,47.49,7.22,13.86,0,74.82,15.81,18.97,3.84,95.26,152.55,3.56,108.24,95.07,1
0.49,15.25,38.68,5.52,8.54,190.83,0,32.53,10.21,2.99,147.73,143.0,5.57,115.63,99.25,8
0.79,12.92,51.52,0,12.65,347.93,57.87,41.11,22.97,3.44,100.29,153.06,6.63,103.83,0,11
0.42,13.66,42.97,0,54.54,180.76,26.15,44.23,13.46,3.38,0,146.72,5.15,105.91,96.54,6
0,9.54,49.93,7.65,10.43,242.98,0,46.01,18.15,3.58,108.71,145.08,4.62,103.97,99.04,3
1.7,12.12,54.71,6.91,20.28,201.7,65.19,41.35,26.65,3.27,104.38,142.89,0,110.78,98.4,5
0.59,14.88,42.37,0,12.47,331.89,103.99,39.44,7.12,3.18,100.49,139.15,4.91,104.81,97.23,1
3.68,0,50.88,8.29,9.95,0,147.62,96.79,10.54,0,81.1,0,4.18,117.86,0,2
0.59,12.45,50.45,8.39,16.27,429.03,0,100.47,26.64,2.98,117.12,145.5,4.65,102.82,97.9,7
0.53,16.97,44.87,8.3,8.51,229.71,174.36,120.11,16.31,3.32,87.14,153.74,5.34,108.17,99.17,7
2.58,0,42.99,0,16.36,361.66,149.9,97.71,18.49,3.55,116.35,139.18,4.29,107.16,97.25,2
1.3,15.34,49.22,5.71,16.27,346.64,65.08,48.11,12.81,3.85,100.96,125.87,5.35,116.22,96.42,10
1.73,16.78,51.63,5.85,0,0,44.6,22.64,8.04,0.66,115.27,139.85,4.16,102.99,97.35,9
1.71,12.28,52.93,0,8.28,364.01,93.41,18.0,8.39,3.23,114.96,147.9,7.13,111.08,95.63,11
0.45,17.32,40.54,7.72,14.76,416.16,92.12,18.33,18.47,0,159.49,0,5.55,102.4,99.31,8
2.87,12.07,37.09,8.49,11.02,385.48,132.03,115.6,0,3.4,99.3,0,3.85,114.61,98.16,2
0.48,0,0,8.33,49.83,356.7,38.26,40.06,25.33,2.91,107.14,147.4,4.48,110.47,98.38,6
1.68,17.54,49.1,0,18.91,369.94,35.52,63.21,15.75,3.9,79.55,153.35,3.63,113.72,95.96,5
0.62,0,50.52,8.08,14.33,0,84.09,26.9,15.55,0,0,139.75,5.48,112.27,95.47,1
1.49,14.41,48.12,6.0,20.47,199.22,26.18,26.89,17.63,3.49,76.91,138.53,3.71,104.19,95.21,5
1.61,12.95,53.92,6.41,9.07,357.43,40.03,38.18,13.48,2.88,91.08,147.99,5.07,114.86,95.87,1
1.68,17.52,46.79,6.79,0,315.14,178.94,102.65,21.03,3.88,87.79,148.3,5.5,0,96.68,7
1.69,16.02,50.98,7.4,11.73,282.14,0,30.79,17.8,3.18,91.34,140.69,7.74,106.75,0,11
0.98,13.26,37.46,7.94,21.4,0,100.93,62.51,18.55,3.43,97.34,140.97,3.58,100.42,99.25,5
0.92,16.22,41.33,0,13.06,0,94.61,39.76,26.89,2.76,97.6,153.11,6.81,0,97.41,11
0,15.94,44.42,7.96,14.87,238.67,144.81,153.29,21.28,2.66,117.81,149.11,5.79,103.32,0,7
0.99,12.46,44.75,6.76,7.22,275.41,91.31,31.97,0,1.43,95.35,0,3.58,108.33,95.5,9
1.12,12.14,39.41,7.39,13.09,313.62,60.53,20.99,15.2,3.05,117.27,138.77,4.32,103.46,0,1
1.79,21.68,51.62,5.62,15.37,278.73,44.84,55.88,0,3.38,94.14,146.44,5.67,0,97.78,4
1.28,0,48.39,6.24,10.78,278.02,0,18.14,10.5,2.9,0,125.15,4.49,0,97.43,10
0.58,14.12,41.77,7.03,9.64,0,25.48,60.25,12.53,0,166.95,140.33,3.89,102.06,96.88,8
0,12.41,46.61,7.69,15.18,361.76,44.34,0,9.96,3.66,147.68,0,3.52,106.2,0,8
0.71,17.46,52.31,0,8.97,188.68,44.83,46.04,25.45,3.61,87.64,153.84,3.91,0,98.27,1
1.4,12.86,46.36,5.98,12.06,0,43.19,65.82,10.4,2.83,75.26,119.03,5.22,112.63,96.65,10
0.62,9.1,42.29,7.95,7.77,421.43,36.3,27.21,23.61,2.76,83.55,143.97,4.26,115.31,98.86,3
0.81,13.31,38.66,6.49,13.28,171.42,57.21,22.91,17.97,2.9,79.61,151.33,4.11,109.81,95.18,1
0.56,9.64,50.85,6.26,6.2,0,15.2,35.57,7.56,3.51,76.02,141.03,4.03,104.29,95.52,3
1.08,0,53.04,6.13,13.54,179.65,84.93,42.07,0,2.96,84.07,141.66,4.48,116.67,99.14,1
0.8,0,49.76,6.23,0,341.25,38.54,54.65,22.34,2.68,110.7,138.4,3.77,0,99.04,6
0.53,12.86,44.45,0,8.64,314.86,203.16,101.32,24.03,2.64,117.05,143.16,0,111.06,97.06,7
1.57,16.77,48.28,6.62,19.59,329.6,27.3,41.71,16.43,0,113.52,150.51,3.91,0,95.04,5
1.52,0,41.61,7.18,18.99,263.28,24.27,0,14.79,3.12,98.72,138.0,0,106.63,97.5,5
1.44,17.07,37.49,8.29,16.24,419.22,10.44,45.41,18.88,1.27,119.5,148.73,5.63,116.03,97.54,9
0.41,13.24,47.76,6.57,40.82,329.14,94.95,16.89,16.46,3.0,81.9,153.05,5.74,0,95.1,6
1.37,14.31,49.7,8.3,11.16,357.59,37.1,41.11,12.13,3.38,0,139.77,6.83,0,95.45,11
1.79,9.43,53.76,7.71,11.05,260.83,74.26,61.08,18.95,3.53,77.16,139.75,3.74,102.63,98.92,3
1.8,15.07,38.72,0,7.82,0,59.71,61.4,12.4,2.77,82.61,120.25,0,106.04,99.93,10
1.67,12.59,54.39,7.13,0,376.07,188.99,147.61,11.36,3.78,88.14,139.93,0,104.93,99.98,7
1.34,12.01,43.4,6.45,9.99,346.01,54.47,0,15.06,2.83,115.91,138.95,7.16,117.89,98.47,11
1.47,17.34,50.74,0,13.13,387.86,52.37,32.12,0,3.65,89.53,0,7.18,0,0,11
0.82,12.76,54.49,8.32,59.42,191.0,36.97,17.12,18.93,3.6,105.97,152.73,4.93,115.84,99.07,6
1.65,14.05,41.65,0,9.15,382.01,107.06,0,22.12,3.34,95.04,126.27,4.82,112.28,96.91,10
1.26,16.39,52.34,6.56,14.78,219.52,101.16,42.72,24.35,2.95,144.36,147.99,5.25,102.08,96.61,8
0.5,17.63,49.12,5.95,10.12,240.3,156.46,150.94,11.76,0,84.59,141.94,5.71,105.14,0,7
0.47,14.39,53.46,8.4,35.52,285.63,71.59,0,17.67,2.67,113.12,0,4.58,106.72,98.35,6
2.65,15.99,52.87,7.09,7.96,315.55,129.96,0,24.8,3.8,110.9,140.9,5.48,100.1,98.74,2
0.49,22.33,0,5.67,6.87,359.24,67.86,58.1,7.86,3.87,112.93,141.78,5.37,0,96.52,4
3.62,14.81,42.56,6.13,13.69,298.46,138.11,91.72,25.82,3.32,114.37,145.22,4.48,117.59,95.48,2
0.47,16.02,37.05,5.55,0,188.57,162.21,0,25.82,2.98,92.98,142.6,5.68,117.45,96.07,7
0.74,10.45,52.78,8.0,9.08,242.92,98.54,41.17,21.93,3.0,112.89,147.16,4.14,115.37,95.52,3
0.83,22.53,46.14,6.24,0,313.0,15.65,26.05,18.69,0,86.09,151.57,3.62,109.69,99.34,4
0.44,15.64,44.99,6.69,0,209.6,181.51,158.25,12.69,3.02,0,140.29,5.65,100.41,95.15,7
0.88,9.3,40.22,5.69,15.05,282.55,0,44.68,0,2.67,109.25,142.87,5.55,112.29,96.65,3
0.55,17.06,47.26,6.57,16.04,398.32,177.73,133.72,13.55,3.47,116.1,0,4.4,0,99.16,7
